keyword,period,ratio
트러블 진정,2024-08-19,67.0792
트러블 진정,2024-08-26,75.49504
트러블 진정,2024-09-02,70.54455
트러블 진정,2024-09-09,60.14851
트러블 진정,2024-09-16,78.46534
트러블 진정,2024-09-23,87.62376
트러블 진정,2024-09-30,90.34653
트러블 진정,2024-10-07,71.0396
트러블 진정,2024-10-14,72.52475
트러블 진정,2024-10-21,73.51485
트러블 진정,2024-10-28,83.66336
트러블 진정,2024-11-04,79.20792
트러블 진정,2024-11-11,75.74257
트러블 진정,2024-11-18,68.81188
트러블 진정,2024-11-25,68.56435
트러블 진정,2024-12-02,77.22772
트러블 진정,2024-12-09,63.36633
트러블 진정,2024-12-16,60.64356
트러블 진정,2024-12-23,49.75247
트러블 진정,2024-12-30,58.41584
트러블 진정,2025-01-06,61.13861
트러블 진정,2025-01-13,53.96039
트러블 진정,2025-01-20,50.24752
트러블 진정,2025-01-27,57.17821
트러블 진정,2025-02-03,72.77227
트러블 진정,2025-02-10,55.69306
트러블 진정,2025-02-17,58.16831
트러블 진정,2025-02-24,58.91089
트러블 진정,2025-03-03,56.93069
트러블 진정,2025-03-10,50.0
트러블 진정,2025-03-17,54.45544
트러블 진정,2025-03-24,50.24752
트러블 진정,2025-03-31,56.68316
트러블 진정,2025-04-07,55.94059
트러블 진정,2025-04-14,62.62376
트러블 진정,2025-04-21,47.77227
트러블 진정,2025-04-28,56.18811
트러블 진정,2025-05-05,49.25742
트러블 진정,2025-05-12,50.99009
트러블 진정,2025-05-19,43.0693
트러블 진정,2025-05-26,56.18811
트러블 진정,2025-06-02,50.0
트러블 진정,2025-06-09,40.34653
트러블 진정,2025-06-16,43.0693
트러블 진정,2025-06-23,49.25742
트러블 진정,2025-06-30,48.26732
트러블 진정,2025-07-07,43.31683
트러블 진정,2025-07-14,47.0297
트러블 진정,2025-07-21,41.58415
트러블 진정,2025-07-28,47.52475
트러블 진정,2025-08-04,45.54455
트러블 진정,2025-08-11,45.29702
트러블 진정,2025-08-18,46.28712
트러블 진정,2025-08-25,52.22772
트러블 진정,2025-09-01,57.67326
트러블 진정,2025-09-08,42.32673
트러블 진정,2025-09-15,45.29702
트러블 진정,2025-09-22,47.27722
트러블 진정,2025-09-29,38.61386
트러블 진정,2025-10-06,48.26732
트러블 진정,2025-10-13,45.54455
트러블 진정,2025-10-20,43.81188
트러블 진정,2025-10-27,40.34653
트러블 진정,2025-11-03,41.58415
트러블 진정,2025-11-10,42.32673
트러블 진정,2025-11-17,33.66336
트러블 진정,2025-11-24,28.46534
트러블 진정,2025-12-01,32.17821
트러블 진정,2025-12-08,28.96039
트러블 진정,2025-12-15,22.77227
트러블 진정,2025-12-22,21.53465
트러블 진정,2025-12-29,20.29702
트러블 진정,2026-01-05,25.74257
트러블 진정,2026-01-12,26.73267
트러블 진정,2026-01-19,25.99009
트러블 진정,2026-01-26,23.76237
트러블 진정,2026-02-02,26.48514
트러블 진정,2026-02-09,28.21782
트러블 진정,2026-02-16,28.71287
트러블 진정,2026-02-23,25.74257
트러블 진정,2026-03-02,25.24752
트러블 진정,2026-03-09,16.33663
트러블 진정,2026-03-16,16.33663
트러블 진정,2026-03-23,4.70297
트러블 진정,2026-03-30,4.20792
트러블 진정,2026-04-06,4.20792
트러블 진정,2026-04-13,3.96039
트러블 진정,2026-04-20,6.18811
트러블 진정,2026-04-27,3.96039
트러블 진정,2026-05-04,2.72277
트러블 진정,2026-05-11,1.23762
트러블 진정,2026-05-18,0.0
트러블 진정,2026-05-25,4.20792
트러블 진정,2026-06-01,2.72277
트러블 진정,2026-06-08,1.73267
트러블 진정,2026-06-15,5.94059
트러블 진정,2026-06-22,2.97029
티트리,2023-07-03,74.19354
티트리,2023-07-10,76.87524
티트리,2023-07-17,74.349
티트리,2023-07-24,75.16517
티트리,2023-07-31,75.55382
티트리,2023-08-07,77.41935
티트리,2023-08-14,83.13253
티트리,2023-08-21,85.81422
티트리,2023-08-28,85.93082
티트리,2023-09-04,83.17139
티트리,2023-09-11,72.09483
티트리,2023-09-18,67.35328
티트리,2023-09-25,58.06451
티트리,2023-10-02,67.97512
티트리,2023-10-09,100.0
티트리,2023-10-16,80.72289
티트리,2023-10-23,68.75242
티트리,2023-10-30,84.25961
티트리,2023-11-06,79.98445
티트리,2023-11-13,75.20404
티트리,2023-11-20,92.61562
티트리,2023-11-27,70.77341
티트리,2023-12-04,69.60746
티트리,2023-12-11,59.54139
티트리,2023-12-18,57.55926
티트리,2023-12-25,58.53089
티트리,2024-01-01,63.81655
티트리,2024-01-08,64.43839
티트리,2024-01-15,65.91527
티트리,2024-01-22,69.25767
티트리,2024-01-29,66.7703
티트리,2024-02-05,57.94792
티트리,2024-02-12,76.60318
티트리,2024-02-19,74.19354
티트리,2024-02-26,76.83637
티트리,2024-03-04,74.19354
티트리,2024-03-11,71.16206
티트리,2024-03-18,74.38787
티트리,2024-03-25,66.92576
티트리,2024-04-01,68.5581
티트리,2024-04-08,69.80178
티트리,2024-04-15,74.81539
티트리,2024-04-22,71.86164
티트리,2024-04-29,69.68519
티트리,2024-05-06,73.26078
티트리,2024-05-13,74.4656
티트리,2024-05-20,78.74076
티트리,2024-05-27,81.07267
티트리,2024-06-03,74.27127
티트리,2024-06-10,71.43412
티트리,2024-06-17,69.99611
티트리,2024-06-24,66.80917
티트리,2024-07-01,65.13797
티트리,2024-07-08,67.19782
티트리,2024-07-15,65.02137
티트리,2024-07-22,64.08861
티트리,2024-07-29,69.84065
티트리,2024-08-05,67.46987
티트리,2024-08-12,72.40575
티트리,2024-08-19,65.06024
티트리,2024-08-26,67.15895
티트리,2024-09-02,71.7839
티트리,2024-09-09,60.94053
티트리,2024-09-16,61.13486
티트리,2024-09-23,60.35755
티트리,2024-09-30,58.45316
티트리,2024-10-07,57.98678
티트리,2024-10-14,56.35445
티트리,2024-10-21,55.61601
티트리,2024-10-28,61.71783
티트리,2024-11-04,55.77147
티트리,2024-11-11,59.73571
티트리,2024-11-18,55.8492
티트리,2024-11-25,53.47842
티트리,2024-12-02,77.49708
티트리,2024-12-09,55.11076
티트리,2024-12-16,50.64127
티트리,2024-12-23,41.50796
티트리,2024-12-30,45.7054
티트리,2025-01-06,56.31558
티트리,2025-01-13,57.13175
티트리,2025-01-20,47.06568
티트리,2025-01-27,47.33773
티트리,2025-02-03,54.68324
티트리,2025-02-10,54.8387
티트리,2025-02-17,55.7326
티트리,2025-02-24,61.05713
티트리,2025-03-03,59.58025
티트리,2025-03-10,54.0614
티트리,2025-03-17,57.90905
티트리,2025-03-24,50.68013
티트리,2025-03-31,47.57092
티트리,2025-04-07,56.16012
티트리,2025-04-14,56.19898
티트리,2025-04-21,52.58453
티트리,2025-04-28,46.21064
티트리,2025-05-05,46.83249
티트리,2025-05-12,54.45005
티트리,2025-05-19,55.14963
티트리,2025-05-26,59.38593
티트리,2025-06-02,56.58764
티트리,2025-06-09,56.89856
티트리,2025-06-16,53.05091
티트리,2025-06-23,47.41546
티트리,2025-06-30,49.16439
티트리,2025-07-07,48.73688
티트리,2025-07-14,53.32296
티트리,2025-07-21,54.41119
티트리,2025-07-28,51.88495
티트리,2025-08-04,50.6024
티트리,2025-08-11,48.11504
티트리,2025-08-18,53.20637
티트리,2025-08-25,58.56976
티트리,2025-09-01,52.46793
티트리,2025-09-08,46.91022
티트리,2025-09-15,42.05207
티트리,2025-09-22,49.70851
티트리,2025-09-29,46.5993
티트리,2025-10-06,48.58142
티트리,2025-10-13,41.93548
티트리,2025-10-20,40.49747
티트리,2025-10-27,38.04897
티트리,2025-11-03,41.85775
티트리,2025-11-10,37.62145
티트리,2025-11-17,37.8935
티트리,2025-11-24,34.47337
티트리,2025-12-01,36.49436
티트리,2025-12-08,31.83054
티트리,2025-12-15,30.19821
티트리,2025-12-22,25.88418
티트리,2025-12-29,25.14574
티트리,2026-01-05,34.20132
티트리,2026-01-12,34.20132
티트리,2026-01-19,32.06373
티트리,2026-01-26,38.32102
티트리,2026-02-02,34.16245
티트리,2026-02-09,29.88729
티트리,2026-02-16,32.1026
티트리,2026-02-23,31.01438
티트리,2026-03-02,31.44189
티트리,2026-03-09,32.64671
티트리,2026-03-16,31.59735
티트리,2026-03-23,32.06373
티트리,2026-03-30,31.13097
티트리,2026-04-06,31.09211
티트리,2026-04-13,31.01438
티트리,2026-04-20,31.75281
티트리,2026-04-27,32.25806
티트리,2026-05-04,35.52273
티트리,2026-05-11,33.69607
티트리,2026-05-18,33.30742
티트리,2026-05-25,33.34628
티트리,2026-06-01,33.57947
티트리,2026-06-08,31.55849
티트리,2026-06-15,33.30742
티트리,2026-06-22,30.93664
판테놀,2023-07-03,47.95321
판테놀,2023-07-10,48.5946
판테놀,2023-07-17,49.72646
판테놀,2023-07-24,50.68854
판테놀,2023-07-31,53.08432
판테놀,2023-08-07,53.59366
판테놀,2023-08-14,56.0083
판테놀,2023-08-21,57.15902
판테놀,2023-08-28,66.30824
판테놀,2023-09-04,70.02452
판테놀,2023-09-11,55.98943
판테놀,2023-09-18,52.55612
판테놀,2023-09-25,51.55631
판테놀,2023-10-02,65.83663
판테놀,2023-10-09,60.15846
판테놀,2023-10-16,68.08149
판테놀,2023-10-23,72.8919
판테놀,2023-10-30,70.09998
판테놀,2023-11-06,66.1196
판테놀,2023-11-13,72.77872
판테놀,2023-11-20,72.6278
판테놀,2023-11-27,84.71986
판테놀,2023-12-04,76.7591
판테놀,2023-12-11,62.40332
판테놀,2023-12-18,66.96849
판테놀,2023-12-25,60.93189
판테놀,2024-01-01,62.45991
판테놀,2024-01-08,72.83531
판테놀,2024-01-15,76.94774
판테놀,2024-01-22,79.43784
판테놀,2024-01-29,84.98396
판테놀,2024-02-05,93.41633
판테놀,2024-02-12,100.0
판테놀,2024-02-19,86.39879
판테놀,2024-02-26,83.04093
판테놀,2024-03-04,83.70118
판테놀,2024-03-11,76.28749
판테놀,2024-03-18,75.08017
판테놀,2024-03-25,72.34484
판테놀,2024-04-01,73.26919
판테놀,2024-04-08,72.49575
판테놀,2024-04-15,72.42029
판테놀,2024-04-22,70.42067
판테놀,2024-04-29,67.85512
판테놀,2024-05-06,68.51537
판테놀,2024-05-13,69.19449
판테놀,2024-05-20,69.83588
판테놀,2024-05-27,73.51443
판테놀,2024-06-03,74.28787
판테놀,2024-06-10,67.27032
판테놀,2024-06-17,64.7425
판테놀,2024-06-24,60.25278
판테놀,2024-07-01,62.19581
판테놀,2024-07-08,59.40388
판테놀,2024-07-15,74.47651
판테놀,2024-07-22,64.13884
판테놀,2024-07-29,62.38445
판테놀,2024-08-05,66.55348
판테놀,2024-08-12,64.28975
판테놀,2024-08-19,66.76098
판테놀,2024-08-26,68.77947
판테놀,2024-09-02,66.76098
판테놀,2024-09-09,64.49726
판테놀,2024-09-16,57.98905
판테놀,2024-09-23,67.59102
판테놀,2024-09-30,67.32691
판테놀,2024-10-07,67.15714
판테놀,2024-10-14,64.00679
판테놀,2024-10-21,64.40294
판테놀,2024-10-28,63.87474
판테놀,2024-11-04,73.17487
판테놀,2024-11-11,72.30711
판테놀,2024-11-18,74.96698
판테놀,2024-11-25,72.49575
판테놀,2024-12-02,79.04169
판테놀,2024-12-09,86.5497
판테놀,2024-12-16,83.8521
판테놀,2024-12-23,75.60837
판테놀,2024-12-30,71.8355
판테놀,2025-01-06,81.07904
판테놀,2025-01-13,84.81418
판테놀,2025-01-20,81.362
판테놀,2025-01-27,81.55065
판테놀,2025-02-03,97.41558
판테놀,2025-02-10,89.77551
판테놀,2025-02-17,86.47425
판테놀,2025-02-24,91.00169
판테놀,2025-03-03,81.98453
판테놀,2025-03-10,74.49537
판테놀,2025-03-17,73.32578
판테놀,2025-03-24,67.42124
판테놀,2025-03-31,72.60894
판테놀,2025-04-07,78.11733
판테놀,2025-04-14,91.30352
판테놀,2025-04-21,71.81663
판테놀,2025-04-28,71.04319
판테놀,2025-05-05,73.40124
판테놀,2025-05-12,66.13846
판테놀,2025-05-19,62.30899
판테놀,2025-05-26,65.0066
판테놀,2025-06-02,72.42029
판테놀,2025-06-09,84.32371
판테놀,2025-06-16,64.95
판테놀,2025-06-23,61.95057
판테놀,2025-06-30,61.17713
판테놀,2025-07-07,63.72382
판테놀,2025-07-14,63.02584
판테놀,2025-07-21,63.81814
판테놀,2025-07-28,68.91152
판테놀,2025-08-04,65.91209
판테놀,2025-08-11,58.1777
판테놀,2025-08-18,66.93076
판테놀,2025-08-25,63.49745
판테놀,2025-09-01,58.64931
판테놀,2025-09-08,54.5746
판테놀,2025-09-15,59.00773
판테놀,2025-09-22,60.8753
판테놀,2025-09-29,52.12224
판테놀,2025-10-06,59.83776
판테놀,2025-10-13,59.40388
판테놀,2025-10-20,63.42199
판테놀,2025-10-27,82.00339
판테놀,2025-11-03,74.77834
판테놀,2025-11-10,68.38332
판테놀,2025-11-17,74.0049
판테놀,2025-11-24,69.02471
판테놀,2025-12-01,70.40181
판테놀,2025-12-08,70.02452
판테놀,2025-12-15,65.40275
판테놀,2025-12-22,57.23448
판테놀,2025-12-29,68.98698
판테놀,2026-01-05,77.51367
판테놀,2026-01-12,72.19392
판테놀,2026-01-19,76.19317
판테놀,2026-01-26,76.98547
판테놀,2026-02-02,70.96774
판테놀,2026-02-09,65.40275
판테놀,2026-02-16,67.45897
판테놀,2026-02-23,69.70382
판테놀,2026-03-02,66.21392
판테놀,2026-03-09,65.36502
판테놀,2026-03-16,62.13921
판테놀,2026-03-23,61.89398
판테놀,2026-03-30,58.51726
판테놀,2026-04-06,61.21486
판테놀,2026-04-13,80.55083
판테놀,2026-04-20,71.34502
판테놀,2026-04-27,66.85531
판테놀,2026-05-04,66.45915
판테놀,2026-05-11,69.53405
판테놀,2026-05-18,63.96906
판테놀,2026-05-25,58.66817
판테놀,2026-06-01,61.76193
판테놀,2026-06-08,56.10262
판테놀,2026-06-15,53.65025
판테놀,2026-06-22,56.15921
펩타이드,2023-07-03,47.43773
펩타이드,2023-07-10,48.56321
펩타이드,2023-07-17,49.13793
펩타이드,2023-07-24,41.18773
펩타이드,2023-07-31,40.13409
펩타이드,2023-08-07,50.83812
펩타이드,2023-08-14,46.04885
펩타이드,2023-08-21,60.72796
펩타이드,2023-08-28,53.49616
펩타이드,2023-09-04,63.21839
펩타이드,2023-09-11,54.909
펩타이드,2023-09-18,45.18678
펩타이드,2023-09-25,38.17049
펩타이드,2023-10-02,44.80363
펩타이드,2023-10-09,51.9157
펩타이드,2023-10-16,54.71743
펩타이드,2023-10-23,52.37068
펩타이드,2023-10-30,48.58716
펩타이드,2023-11-06,50.79022
펩타이드,2023-11-13,53.99904
펩타이드,2023-11-20,53.08908
펩타이드,2023-11-27,52.2749
펩타이드,2023-12-04,59.79406
펩타이드,2023-12-11,48.2998
펩타이드,2023-12-18,46.43199
펩타이드,2023-12-25,48.99425
펩타이드,2024-01-01,47.82088
펩타이드,2024-01-08,54.78927
펩타이드,2024-01-15,47.38984
펩타이드,2024-01-22,50.64655
펩타이드,2024-01-29,51.36494
펩타이드,2024-02-05,43.84578
펩타이드,2024-02-12,52.41858
펩타이드,2024-02-19,50.9818
펩타이드,2024-02-26,52.99329
펩타이드,2024-03-04,49.52107
펩타이드,2024-03-11,55.48371
펩타이드,2024-03-18,54.26245
펩타이드,2024-03-25,49.54501
펩타이드,2024-04-01,51.72413
펩타이드,2024-04-08,53.20881
펩타이드,2024-04-15,60.27298
펩타이드,2024-04-22,53.75957
펩타이드,2024-04-29,42.91187
펩타이드,2024-05-06,47.318
펩타이드,2024-05-13,47.12643
펩타이드,2024-05-20,54.21455
펩타이드,2024-05-27,58.02203
펩타이드,2024-06-03,49.54501
펩타이드,2024-06-10,48.51532
펩타이드,2024-06-17,54.71743
펩타이드,2024-06-24,55.45977
펩타이드,2024-07-01,48.70689
펩타이드,2024-07-08,48.06034
펩타이드,2024-07-15,48.01245
펩타이드,2024-07-22,47.07854
펩타이드,2024-07-29,42.81609
펩타이드,2024-08-05,42.38505
펩타이드,2024-08-12,38.76915
펩타이드,2024-08-19,43.3908
펩타이드,2024-08-26,66.57088
펩타이드,2024-09-02,45.68965
펩타이드,2024-09-09,45.40229
펩타이드,2024-09-16,39.99042
펩타이드,2024-09-23,59.72222
펩타이드,2024-09-30,46.07279
펩타이드,2024-10-07,53.20881
펩타이드,2024-10-14,63.05076
펩타이드,2024-10-21,48.53927
펩타이드,2024-10-28,47.9885
펩타이드,2024-11-04,53.13697
펩타이드,2024-11-11,53.99904
펩타이드,2024-11-18,52.15517
펩타이드,2024-11-25,51.2931
펩타이드,2024-12-02,51.38888
펩타이드,2024-12-09,50.83812
펩타이드,2024-12-16,50.35919
펩타이드,2024-12-23,46.81513
펩타이드,2024-12-30,45.3544
펩타이드,2025-01-06,50.9339
펩타이드,2025-01-13,53.04118
펩타이드,2025-01-20,55.05268
펩타이드,2025-01-27,51.43678
펩타이드,2025-02-03,58.14176
펩타이드,2025-02-10,51.19731
펩타이드,2025-02-17,50.57471
펩타이드,2025-02-24,49.44923
펩타이드,2025-03-03,49.66475
펩타이드,2025-03-10,56.39367
펩타이드,2025-03-17,45.16283
펩타이드,2025-03-24,47.34195
펩타이드,2025-03-31,46.38409
펩타이드,2025-04-07,47.0067
펩타이드,2025-04-14,52.99329
펩타이드,2025-04-21,46.71934
펩타이드,2025-04-28,39.94252
펩타이드,2025-05-05,46.62356
펩타이드,2025-05-12,71.36015
펩타이드,2025-05-19,52.80172
펩타이드,2025-05-26,52.37068
펩타이드,2025-06-02,41.068
펩타이드,2025-06-09,45.85727
펩타이드,2025-06-16,41.37931
펩타이드,2025-06-23,42.62452
펩타이드,2025-06-30,36.23084
펩타이드,2025-07-07,39.58333
펩타이드,2025-07-14,44.51628
펩타이드,2025-07-21,42.79214
펩타이드,2025-07-28,37.95498
펩타이드,2025-08-04,39.72701
펩타이드,2025-08-11,41.37931
펩타이드,2025-08-18,44.46839
펩타이드,2025-08-25,45.85727
펩타이드,2025-09-01,39.60727
펩타이드,2025-09-08,41.04406
펩타이드,2025-09-15,39.70306
펩타이드,2025-09-22,40.03831
펩타이드,2025-09-29,31.8726
펩타이드,2025-10-06,28.42432
펩타이드,2025-10-13,37.97892
펩타이드,2025-10-20,38.31417
펩타이드,2025-10-27,36.4703
펩타이드,2025-11-03,35.56034
펩타이드,2025-11-10,32.80651
펩타이드,2025-11-17,37.23659
펩타이드,2025-11-24,82.68678
펩타이드,2025-12-01,68.36685
펩타이드,2025-12-08,44.0134
펩타이드,2025-12-15,34.55459
펩타이드,2025-12-22,30.36398
펩타이드,2025-12-29,31.10632
펩타이드,2026-01-05,37.97892
펩타이드,2026-01-12,34.91379
펩타이드,2026-01-19,40.03831
펩타이드,2026-01-26,36.25478
펩타이드,2026-02-02,40.66091
펩타이드,2026-02-09,33.42911
펩타이드,2026-02-16,30.41187
펩타이드,2026-02-23,35.29693
펩타이드,2026-03-02,35.24904
펩타이드,2026-03-09,39.58333
펩타이드,2026-03-16,49.30555
펩타이드,2026-03-23,42.88793
펩타이드,2026-03-30,46.38409
펩타이드,2026-04-06,56.82471
펩타이드,2026-04-13,53.66379
펩타이드,2026-04-20,47.60536
펩타이드,2026-04-27,43.46264
펩타이드,2026-05-04,38.07471
펩타이드,2026-05-11,41.33141
펩타이드,2026-05-18,48.01245
펩타이드,2026-05-25,100.0
펩타이드,2026-06-01,71.50383
펩타이드,2026-06-08,47.6772
펩타이드,2026-06-15,42.93582
펩타이드,2026-06-22,35.96743
프로폴리스,2023-07-03,72.95718
프로폴리스,2023-07-10,70.99269
프로폴리스,2023-07-17,70.15402
프로폴리스,2023-07-24,68.94661
프로폴리스,2023-07-31,67.82404
프로폴리스,2023-08-07,68.84545
프로폴리스,2023-08-14,69.47526
프로폴리스,2023-08-21,75.62328
프로폴리스,2023-08-28,79.90471
프로폴리스,2023-09-04,80.67484
프로폴리스,2023-09-11,83.76517
프로폴리스,2023-09-18,84.6691
프로폴리스,2023-09-25,73.74689
프로폴리스,2023-10-02,81.37318
프로폴리스,2023-10-09,82.53818
프로폴리스,2023-10-16,80.33872
프로폴리스,2023-10-23,79.01057
프로폴리스,2023-10-30,82.38806
프로폴리스,2023-11-06,78.69729
프로폴리스,2023-11-13,73.649
프로폴리스,2023-11-20,79.22594
프로폴리스,2023-11-27,80.96527
프로폴리스,2023-12-04,86.03641
프로폴리스,2023-12-11,86.8816
프로폴리스,2023-12-18,76.84701
프로폴리스,2023-12-25,75.86476
프로폴리스,2024-01-01,84.58099
프로폴리스,2024-01-08,86.66623
프로폴리스,2024-01-15,92.04085
프로폴리스,2024-01-22,86.96319
프로폴리스,2024-01-29,88.80041
프로폴리스,2024-02-05,77.96632
프로폴리스,2024-02-12,82.189
프로폴리스,2024-02-19,92.4455
프로폴리스,2024-02-26,90.481
프로폴리스,2024-03-04,93.48975
프로폴리스,2024-03-11,91.75042
프로폴리스,2024-03-18,82.78618
프로폴리스,2024-03-25,78.6255
프로폴리스,2024-04-01,74.81399
프로폴리스,2024-04-08,76.33468
프로폴리스,2024-04-15,77.59757
프로폴리스,2024-04-22,73.04855
프로폴리스,2024-04-29,68.245
프로폴리스,2024-05-06,69.04451
프로폴리스,2024-05-13,67.87299
프로폴리스,2024-05-20,68.43427
프로폴리스,2024-05-27,75.02284
프로폴리스,2024-06-03,71.06121
프로폴리스,2024-06-10,82.23143
프로폴리스,2024-06-17,64.30948
프로폴리스,2024-06-24,61.88487
프로폴리스,2024-07-01,58.82717
프로폴리스,2024-07-08,62.96828
프로폴리스,2024-07-15,62.74637
프로폴리스,2024-07-22,64.86751
프로폴리스,2024-07-29,62.60605
프로폴리스,2024-08-05,67.84688
프로폴리스,2024-08-12,65.12531
프로폴리스,2024-08-19,68.64639
프로폴리스,2024-08-26,64.02884
프로폴리스,2024-09-02,66.99517
프로폴리스,2024-09-09,73.30635
프로폴리스,2024-09-16,100.0
프로폴리스,2024-09-23,67.40634
프로폴리스,2024-09-30,64.85445
프로폴리스,2024-10-07,63.31745
프로폴리스,2024-10-14,68.41469
프로폴리스,2024-10-21,76.24004
프로폴리스,2024-10-28,63.7482
프로폴리스,2024-11-04,64.71739
프로폴리스,2024-11-11,74.23965
프로폴리스,2024-11-18,88.29787
프로폴리스,2024-11-25,84.38846
프로폴리스,2024-12-02,79.2031
프로폴리스,2024-12-09,88.66988
프로폴리스,2024-12-16,90.34394
프로폴리스,2024-12-23,82.28038
프로폴리스,2024-12-30,79.55227
프로폴리스,2025-01-06,91.832
프로폴리스,2025-01-13,92.94152
프로폴리스,2025-01-20,76.61858
프로폴리스,2025-01-27,74.43871
프로폴리스,2025-02-03,75.36875
프로폴리스,2025-02-10,72.56559
프로폴리스,2025-02-17,78.02506
프로폴리스,2025-02-24,72.34368
프로폴리스,2025-03-03,67.38676
프로폴리스,2025-03-10,70.10181
프로폴리스,2025-03-17,66.54157
프로폴리스,2025-03-24,68.307
프로폴리스,2025-03-31,69.73306
프로폴리스,2025-04-07,69.23051
프로폴리스,2025-04-14,60.58934
프로폴리스,2025-04-21,57.59039
프로폴리스,2025-04-28,50.94961
프로폴리스,2025-05-05,51.2792
프로폴리스,2025-05-12,50.9594
프로폴리스,2025-05-19,47.36
프로폴리스,2025-05-26,47.64391
프로폴리스,2025-06-02,44.04777
프로폴리스,2025-06-09,49.11565
프로폴리스,2025-06-16,52.72484
프로폴리스,2025-06-23,47.83644
프로폴리스,2025-06-30,40.90197
프로폴리스,2025-07-07,41.91358
프로폴리스,2025-07-14,42.30191
프로폴리스,2025-07-21,42.04085
프로폴리스,2025-07-28,42.81751
프로폴리스,2025-08-04,43.29721
프로폴리스,2025-08-11,42.92846
프로폴리스,2025-08-18,46.72366
프로폴리스,2025-08-25,44.8179
프로폴리스,2025-09-01,46.53765
프로폴리스,2025-09-08,50.56781
프로폴리스,2025-09-15,48.77626
프로폴리스,2025-09-22,48.95574
프로폴리스,2025-09-29,44.59926
프로폴리스,2025-10-06,45.12139
프로폴리스,2025-10-13,48.42383
프로폴리스,2025-10-20,48.38467
프로폴리스,2025-10-27,47.29473
프로폴리스,2025-11-03,48.88395
프로폴리스,2025-11-10,46.79872
프로폴리스,2025-11-17,50.42748
프로폴리스,2025-11-24,48.93617
프로폴리스,2025-12-01,49.16133
프로폴리스,2025-12-08,53.15559
프로폴리스,2025-12-15,50.30674
프로폴리스,2025-12-22,44.41652
프로폴리스,2025-12-29,43.29395
프로폴리스,2026-01-05,45.65657
프로폴리스,2026-01-12,45.19318
프로폴리스,2026-01-19,42.30191
프로폴리스,2026-01-26,55.45294
프로폴리스,2026-02-02,49.32776
프로폴리스,2026-02-09,43.78997
프로폴리스,2026-02-16,41.28703
프로폴리스,2026-02-23,40.97702
프로폴리스,2026-03-02,40.77143
프로폴리스,2026-03-09,41.39798
프로폴리스,2026-03-16,40.15467
프로폴리스,2026-03-23,38.43493
프로폴리스,2026-03-30,37.531
프로폴리스,2026-04-06,36.26811
프로폴리스,2026-04-13,35.14227
프로폴리스,2026-04-20,34.72784
프로폴리스,2026-04-27,39.32254
프로폴리스,2026-05-04,32.95914
프로폴리스,2026-05-11,32.35217
프로폴리스,2026-05-18,32.04542
프로폴리스,2026-05-25,28.72014
프로폴리스,2026-06-01,27.24513
프로폴리스,2026-06-08,29.39237
프로폴리스,2026-06-15,27.97937
프로폴리스,2026-06-22,27.41156
피부 장벽,2023-07-03,56.25942
피부 장벽,2023-07-10,57.01357
피부 장벽,2023-07-17,53.54449
피부 장벽,2023-07-24,59.27601
피부 장벽,2023-07-31,50.98039
피부 장벽,2023-08-07,68.17496
피부 장벽,2023-08-14,58.67269
피부 장벽,2023-08-21,64.70588
피부 장벽,2023-08-28,69.83408
피부 장벽,2023-09-04,61.38763
피부 장벽,2023-09-11,60.48265
피부 장벽,2023-09-18,69.23076
피부 장벽,2023-09-25,53.092
피부 장벽,2023-10-02,71.79487
피부 장벽,2023-10-09,74.66063
피부 장벽,2023-10-16,79.18552
피부 장벽,2023-10-23,74.35897
피부 장벽,2023-10-30,72.69984
피부 장벽,2023-11-06,75.71644
피부 장벽,2023-11-13,78.73303
피부 장벽,2023-11-20,76.77224
피부 장벽,2023-11-27,80.99547
피부 장벽,2023-12-04,68.32579
피부 장벽,2023-12-11,64.85671
피부 장벽,2023-12-18,67.42081
피부 장벽,2023-12-25,68.17496
피부 장벽,2024-01-01,70.4374
피부 장벽,2024-01-08,82.35294
피부 장벽,2024-01-15,81.29713
피부 장벽,2024-01-22,87.48114
피부 장벽,2024-01-29,92.60935
피부 장벽,2024-02-05,72.54901
피부 장벽,2024-02-12,82.50377
피부 장벽,2024-02-19,74.96229
피부 장벽,2024-02-26,83.25791
피부 장벽,2024-03-04,87.93363
피부 장벽,2024-03-11,83.7104
피부 장벽,2024-03-18,76.77224
피부 장벽,2024-03-25,62.14177
피부 장벽,2024-04-01,68.92911
피부 장벽,2024-04-08,82.6546
피부 장벽,2024-04-15,88.53695
피부 장벽,2024-04-22,69.68325
피부 장벽,2024-04-29,76.92307
피부 장벽,2024-05-06,73.90648
피부 장벽,2024-05-13,78.12971
피부 장벽,2024-05-20,74.66063
피부 장벽,2024-05-27,78.5822
피부 장벽,2024-06-03,71.64404
피부 장벽,2024-06-10,79.03469
피부 장벽,2024-06-17,74.35897
피부 장벽,2024-06-24,66.51583
피부 장벽,2024-07-01,68.02413
피부 장벽,2024-07-08,61.2368
피부 장벽,2024-07-15,69.38159
피부 장벽,2024-07-22,64.40422
피부 장벽,2024-07-29,59.7285
피부 장벽,2024-08-05,79.33634
피부 장벽,2024-08-12,74.35897
피부 장벽,2024-08-19,69.53242
피부 장벽,2024-08-26,75.71644
피부 장벽,2024-09-02,83.25791
피부 장벽,2024-09-09,70.4374
피부 장벽,2024-09-16,66.66666
피부 장벽,2024-09-23,92.91101
